UnitCode,UnitName,Faculty
DWG1202,Drawing 2B (fine art/visual arts),ada
DWG1301,Drawing 1C,ada
DWG2501,"Drawing: Landscape, space and environment",ada
DWG2504,Drawing: Advanced studies 1,ada
DWG2506,Drawing: Social based strategies,ada
DWG2507,Drawing Conceptual studies 1,ada
DWG2508,Drawing Conceptual studies 2,ada
DWG2509,Drawing: The body 1,ada
DWG2510,Perceptual drawing A,ada
DWG2511,Drawing: Anatomy 1,ada
DWG2784,Visual investigation,ada
DWG3508,Drawing (concept and research) C,ada
DWG3511,Drawing: Contemporary practice,ada
DWG3516,Drawing: Anatomy 2,ada
DWG3518,Drawing: Advanced studies 2,ada
DWG3519,Drawing: The Body 2,ada
DWG3520,Perceptual drawing B,ada
DWG3529,Drawing: The body 3,ada
EAE1011,"Earth, atmosphere and environment 1",sci
EAE1022,"Earth, atmosphere and environment 2",sci
EAE2011,Environmental problem solving and visualisation,sci
EAE2111,Introduction to climate science,sci
EAE2122,Introduction to atmospheric physics and dynamics,sci
EAE2322,Environmental earth science,sci
EAE2511,Deep earth processes,sci
EAE2522,Sediments and basins,sci
EAE3000,"Earth, atmosphere and environment research project",sci
EAE3900,"Landscape, environment and sustainability in Italy",sci
EAE4100,"Earth, atmosphere and environment honours research project",sci
EAE4110,"Earth, atmosphere and environment honours research project part time 1",sci
EAE4120,"Earth, atmosphere and environment honours research project part time 2",sci
EAE4200,"Earth, atmosphere and environment honours coursework",sci
EAE4210,"Earth, atmosphere and environment honours coursework part time 1",sci
EAE4220,"Earth, atmosphere and environment honours coursework part time 2",sci
EAE5258,Geographical information systems (GIS) for environmental science,sci
ECB1101,Introductory microeconomics,buseco
ECB1102,Introductory Macroeconomics,buseco
ECB2141,Economics of labour markets,buseco
ECB2330,Macroeconomic policy,buseco
ECB2331,Macroeconomic and monetary policy,buseco
ECB2721,Trade finance and foreign exchange,buseco
ECB2730,Macroeconomic policy,buseco
ECB2731,Managerial economics,buseco
ECB3121,Economics of international trade and finance,buseco
ECB3143,Economics of money and banking,buseco
ECB3830,"Business, competition and regulation",buseco
ECC1000,Principles of microeconomics,buseco
ECC1100,Principles of macroeconomics,buseco
ECC2000,Intermediate microeconomics,buseco
ECC2010,Intermediate macroeconomics,buseco
ECC2300,Current issues in macroeconomic policy,buseco
ECC2360,Environmental economics,buseco
ECC2400,Current issues in applied microeconomics,buseco
ECC2450,Sports economics,buseco
ECC2510,Economic growth: causes and consequences,buseco
ECC2600,Behavioural economics,buseco
ECC2610,Game theory and strategic thinking,buseco
ECC2800,"Prosperity, poverty and sustainability in a globalised world",buseco
ECC2840,Australian economic institutions and policy,buseco
ECC3640,Economics of climate change,buseco
ECC3650,Applied general equilibrium economics,buseco
ECC3660,Monetary economics,buseco
ECC3670,Economics of developing countries,buseco
ECC3690,International economics,buseco
ECC3710,Labour economics,buseco
ECC3800,History of economic thought,buseco
ECC3810,Public finance,buseco
ECC3830,Industrial organisation and regulation,buseco
ECC3840,Mathematical economics,buseco
ECC3860,Integrated economic modelling,buseco
ECC4500,Long-run economic change,buseco
ECC4650,Microeconomics,buseco
ECC4660,Macroeconomics,buseco
ECC4670,Economic development,buseco
ECC4690,International trade,buseco
ECC4700,"Competition, regulation and policy",buseco
ECC4710,Post-Keynesian economics,buseco
ECC4720,Law and economics,buseco
ECC4750,Financial economics,buseco
ECC4790,Project evaluation,buseco
ECC4810,Public economics,buseco
ECC4830,Welfare economics,buseco
ECC4840,Industrial organisation,buseco
ECC4860,Honours research project,buseco
ECC4870,Health economics,buseco
ECC4990,Economic evaluation of health services,buseco
ECC5470,"Competition, regulation and policy",buseco
ECC5475,Financial economics,buseco
ECC5479,Project evaluation,buseco
ECC5484,Industrial organisation,buseco
ECC5650,Microeconomic theory,buseco
ECC5651,Advanced microeconomic theory,buseco
ECC5660,Macroeconomic theory,buseco
ECC5690,Theories in international and development economics,buseco
ECC5730,Advanced applied general equilibrium analysis,buseco
ECC5800,Economics seminar,buseco
ECC5810,Public economics,buseco
ECC5840,"Information, incentives and games",buseco
ECC5850,Mathematical economic theory,buseco
ECC5861,Economics research project,buseco
ECC5870,Advanced health economics,buseco
ECC5900,Microeconomics,buseco
ECC5901,Macroeconomics,buseco
ECC5940,Current issues in applied microeconomics,buseco
ECC5953,Economics,buseco
ECC5970,Introduction to health economics,buseco
ECC5971,Pharmaceutical economics,buseco
ECC5973,Economic evaluation in health care,buseco
ECC5974,Applied health economics and health policy,buseco
ECC5975,Principles of health economics for developing countries,buseco
ECC5979,Health economics,buseco
ECC6660,Research topics in advanced macroeconomics,buseco
ECC6690,Research topics in open economy,buseco
ECE2011,Signal processing,eng
ECE2021,Electromagnetism,eng
ECE2031,Circuits and control,eng
ECE2041,Telecommunications,eng
ECE2061,Analogue electronics,eng
ECE2071,Computer organisation and programming,eng
ECE2072,Digital systems,eng
ECE2111,Signals and systems,eng
ECE2131,Electrical circuits,eng
ECE2191,Probability models in engineering,eng
ECE3022,Wireless and guided EM,eng
ECE3031,Control systems,eng
ECE3051,Electrical energy systems,eng
ECE3062,Electronic systems and control,eng
ECE3073,Computer systems,eng
ECE3091,Engineering design,eng
ECE3093,Optimisation estimation and numerical methods,eng
ECE3121,Engineering electromagnetics,eng
ECE3141,Information and networks,eng
ECE4012,Applied digital signal processing,eng
ECE4023,Radio frequency electronics,eng
ECE4024,Wireless communications,eng
ECE4032,Advanced control,eng
ECE4033,Industrial instrumentation and measurement technologies,eng
ECE4042,Communications theory,eng
ECE4043,Optical communications,eng
ECE4044,Telecommunications protocols,eng
ECE4045,Network performance,eng
ECE4053,Electrical energy - generation and supply,eng
ECE4054,Electrical energy - power converters and motor control,eng
ECE4055,Electrical energy - power electronic applications,eng
ECE4058,Electrical energy - high voltage engineering,eng
ECE4063,Large scale digital design,eng
ECE4064,Electronic test technology,eng
ECE4074,Advanced computer architecture,eng
ECE4075,Real time embedded systems,eng
ECE4076,Computer vision,eng
ECE4077,Advanced computing techniques,eng
ECE4078,Intelligent robotics,eng
ECE4081,Medical instrumentation,eng
ECE4084,Biomechanics of human musculoskeletal systems,eng
ECE4086,Medical imaging technology,eng
ECE4087,Medical technology innovation,eng
ECE4094,Project A,eng
ECE4095,Project B,eng
ECE4099,Professional practice,eng
ECE4122,Advanced electromagnetics,eng
ECE4808,Organic electronics and micro devices,eng
ECE4809,Solid state lighting,eng
ECE5881,Real-time system design,eng
ECE5882,Advanced electronics design,eng
ECE5883,Advanced signal processing,eng
ECE5884,Wireless communications,eng
ECE5885,Energy efficient lighting,eng
ECE5886,Smart grids,eng
ECE6881,Real-time system design,eng
ECE6882,Advanced electronics design,eng
ECE6883,Advanced signal processing,eng
ECE6884,Wireless communications,eng
ECE6885,Energy efficient lighting,eng
ECE6886,Smart grids,eng
ECF1100,Microeconomics,buseco
ECF1200,Macroeconomics,buseco
ECF2331,Macroeconomic and monetary policy,buseco
ECF2450,Sports economics,buseco
ECF2550,Business in Asia,buseco
ECF2721,Trade finance and foreign exchange,buseco
ECF2731,Managerial economics,buseco
ECF2931,Managerial economics,buseco
ECF3120,Consumer economics,buseco
ECF3121,Economics of international trade,buseco
ECF3143,Economics of money and banking,buseco
ECF3900,"Business, competition and regulation",buseco
ECF5010,Research issues paper,buseco
ECF5040,Industry economics,buseco
ECF5060,Applied economics research project,buseco
ECF5200,Game theory and business strategy,buseco
ECF5300,Special research topics in applied economics,buseco
ECF5410,Applied microeconomics,buseco
ECF5421,Applied macroeconomics,buseco
ECF5921,Introduction to international economics,buseco
ECF5922,"Trade, finance and foreign exchange",buseco
ECF5923,Macroeconomics and monetary policy,buseco
ECF5927,Managerial economics,buseco
ECF5953,Economics,buseco
ECG1102,Introductory macroeconomics,buseco
ECG2141,Economics of labour markets,buseco
ECG2721,Trade finance and foreign exchange,buseco
ECG2730,Macroeconomic policy,buseco
ECG2731,Managerial economics,buseco
ECG3143,Economics of money and banking,buseco
ECG3145,"Energy, environment and sustainable development",buseco
ECM2360,Environmental and natural resource economics,buseco
ECM3670,Development economics,buseco
ECM3810,Public sector economics,buseco
ECM5921,Introduction to international economics,buseco
ECM5953,Economics,buseco
ECP1100,Microeconomics,buseco
ECP2450,Sports economics,buseco
ECS1101,Introductory microeconomics,buseco
ECS1102,Introductory macroeconomics,buseco
ECS2141,Economics of labour markets,buseco
ECS2730,Intermediate macroeconomics,buseco
ECS2731,Intermediate microeconomics,buseco
ECS3121,Economics of international trade,buseco
ECS3143,Economics of money and banking,buseco
ECS3567,Development economics,buseco
ECS3830,Competition and regulation,buseco
ECS5921,Introduction to international economics,buseco
ECW1101,Introductory microeconomics,buseco
ECW1102,Introductory macroeconomics,buseco
ECW2141,Economics of labour markets,buseco
ECW2450,Sports economics,buseco
ECW2451,The business of sport,buseco
ECW2721,Trade finance and foreign exchange,buseco
ECW2730,Macroeconomic policy,buseco
ECW2731,Managerial economics,buseco
ECW3121,Economics of international trade,buseco
ECW3143,Economics of money and banking,buseco
ECW3150,Natural resources and environment,buseco
ECW3291,Multinational trade and investment,buseco
ECW3301,Case studies in international trade,buseco
ECW3567,Development economics,buseco
ECW3830,"Business, competition and regulation",buseco
ECX2650,Contemporary economic policy and general equilibrium,buseco
ECX3550,Business in Asia,buseco
ECX5472,Law and economics,buseco
ECX5486,Applied economics research paper,buseco
ECX5921,Introduction to international economics,buseco
EDF1010,Learning in a university context,edu
EDF1011,Knowledge and context,edu
EDF1012,Mathematics for tertiary study,edu
EDF1013,Academic writing,edu
EDF1028,Information and communication technologies across the curriculum,edu
EDF1029,Learners with special needs in the primary classroom,edu
EDF1030,English and literacy learning,edu
EDF1031,Creative learning in childhood through music and the arts,edu
EDF1032,Thinking mathematically from an early age,edu
EDF1033,Education for environment and sustainability,edu
EDF1038,Introduction to the early childhood education field,edu
EDF1039,Inclusivity and partnerships in early childhood education,edu
EDF1051,Early years professional experience 1A,edu
EDF1052,Early years professional experience 1B,edu
EDF1053,Primary professional experience 1A,edu
EDF1054,Primary professional experience 1B,edu
EDF1055,Secondary professional experience 1A,edu
EDF1056,Secondary professional experience 1B,edu
EDF1071,Introduction to health and physical education,edu
EDF1072,Contemporary issues in health and physical education,edu
EDF1101,Fieldwork experience 1A,edu
EDF1102,Fieldwork experience 1B,edu
EDF1103,Fieldwork experience in outdoor education and environmental studies 1A,edu
EDF1104,Fieldwork experience in outdoor education and environmental studies 1B,edu
EDF1151,Fundamentals of the English language,edu
EDF1152,Reading and writing the world,edu
EDF1161,Doing and learning mathematics,edu
EDF1162,Subject knowledge for teaching: Number and algebra,edu
EDF1171,Sociocultural foundations of health and physical education,edu
EDF1172,Biophysical and behavioural foundations of health and physical education,edu
EDF1174,Foundations of outdoor education and environmental studies,edu
EDF1175,Ways of knowing outdoor environments,edu
EDF1205,English education 1,edu
EDF1206,Mathematics education 1,edu
EDF1303,Understanding learning and learners,edu
EDF1304,Understanding teaching for learning,edu
EDF1551,Foundation to inclusive education,edu
EDF1552,Using assessment to respond to diversity across the school years,edu
EDF2005,"Professional responsibilities, practice and relationships",edu
EDF2006,Education priorities,edu
EDF2007,Adolescent development and learning,edu
EDF2008,Becoming a specialist teacher,edu
EDF2020,English and literacies 1,edu
EDF2021,Mathematics and numeracy 1,edu
EDF2028,"Health, wellbeing and social learning in primary contexts",edu
EDF2029,Active citizenship and community connections: Local and global,edu
EDF2030,Contemporary child development theories and practices,edu
EDF2031,Indigenous perspectives on teaching and learning,edu
EDF2032,Learning through play pedagogies,edu
EDF2033,"Learning with children, their families and communities",edu
